Name,Type,Foundation,Price,Size,Length,Width,Bedrooms,Bathrooms,Lofts,Misc,Location,Link,City,State,Country,Days on site,Number of views,Times dreamlisted
34' Utility Trailer Conversion,Other,Mobile,30000,272.0,34.0,8.0,2.0,1.0,0.0,Delivery Available,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/34-utility-trailer-conversion,Elwood,Utah,United States,181.0,0.0,451.0
20' Basic Container Home,Container Home,Stationary,9985,160.0,20.0,8.0,1.0,1.0,0.0,New,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/20-basic-container-home,Elwood,Utah,United States,181.0,0.0,142.0
Rob's Design Tiny House (Resale),Tiny House,Mobile,49000,100.0,,,1.0,1.0,1.0,Delivery Available,"Campbellfield, Victoria, Australia",https://tinyhouselistings.com/listings/rob-s-design-tiny-house-resale,Campbellfield,Victoria,Australia,189.0,0.0,69.0
The Whispers Tiny House (Blue/White) Resale,Tiny House,Mobile,60000,188.0,,,1.0,1.0,1.0,Delivery Available,"Campbellfield, Victoria, Australia",https://tinyhouselistings.com/listings/the-whispers-tiny-house-blue-white-resale,Campbellfield,Victoria,Australia,189.0,0.0,225.0
Minimalist Tiny House,Tiny House,Mobile,78000,130.0,,,1.0,1.0,1.0,Delivery Available,"Campbellfield, Victoria, Australia",https://tinyhouselistings.com/listings/minimalist-tiny-house,Campbellfield,Victoria,Australia,189.0,0.0,43.0
Reyes Tiny House,Tiny House,Mobile,75000,130.0,,,1.0,1.0,0.0,Delivery Available,"Campbellfield, Victoria, Australia",https://tinyhouselistings.com/listings/reyes-tiny-house,Campbellfield,Victoria,Australia,189.0,0.0,117.0
The Almont (Camper-Cabin),Tiny House,Mobile,29500,128.0,16.0,8.5,1.0,1.0,0.0,New,"Alpharetta, Georgia, United States",https://tinyhouselistings.com/listings/the-almont-camper-cabin,Alpharetta,Georgia,United States,194.0,0.0,222.0
40' Apoca Outpost Overview,Container Home,Mobile,55000,320.0,40.0,8.0,2.0,1.0,0.0,Delivery Available,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/40-apoca-outpost-overview,Elwood,Utah,United States,198.0,0.0,521.0
AZ tiny house haven,Tiny House,Mobile,60000,200.0,26.0,,2.0,1.0,2.0,Used,"Phoenix, Arizona, United States",https://tinyhouselistings.com/listings/az-tiny-house-haven,Phoenix,Arizona,United States,198.0,0.0,167.0
Custom 28' Tiny Home,Tiny House,Mobile,40000,250.0,28.0,8.0,0.0,1.0,2.0,New,"Browns Mills, New Jersey, United States",https://tinyhouselistings.com/listings/custom-modern-tiny-house-almost-400-sq-ft,Browns Mills,New Jersey,United States,198.0,0.0,83.0
Austinite: a 42 foot Custom Tiny Home on Wheels,Tiny House,Mobile,99000,336.0,42.0,8.0,1.0,1.0,1.0,Delivery Available,"Austin, Texas, United States",https://tinyhouselistings.com/listings/custom-42x8-tiny-home-on-wheels-we-deliver,Austin,Texas,United States,200.0,0.0,509.0
Custom Shipping Container Tiny Home,Tiny House,Mobile,35000,180.0,20.0,8.0,0.0,1.0,0.0,Delivery Available,"Portland, Oregon, United States",https://tinyhouselistings.com/listings/custom-shipping-container-tiny-home-tiny_house,Portland,Oregon,United States,201.0,0.0,125.0
Bear Ridge,Tiny House,Stationary,84700,476.0,40.0,14.0,1.0,1.0,2.0,New,"Due West, South Carolina, United States",https://tinyhouselistings.com/listings/bear-ridge,Due West,South Carolina,United States,202.0,0.0,163.0
Tiny House Shell Best Quality Building Materials (in progress),Tiny House,Mobile,19900,200.0,24.0,8.0,0.0,1.0,2.0,New,"Ft. Pierce, Florida, United States",https://tinyhouselistings.com/listings/tiny-house-shell-best-quality-building-materials-in-progress,Ft. Pierce,Florida,United States,207.0,0.0,132.0
Wood Lovers Dream Amazing Tiny House!,Tiny House,Mobile,49900,140.0,20.0,8.5,1.0,1.0,1.0,New,"Ft Pierce , Florida, United States",https://tinyhouselistings.com/listings/wood-lovers-dream-amazing-tiny-house,Ft Pierce ,Florida,United States,207.0,0.0,268.0
Spacious and Luxurious Tiny Homes: Bay Cottage and Tiny Victorian,Tiny House,Mobile,39900,211.0,18.0,8.0,1.0,1.0,1.0,Delivery Available,"Pacifica, California, United States",https://tinyhouselistings.com/listings/spacious-and-luxurious-tiny-homes-bay-cottage-and-tiny-victorian,Pacifica,California,United States,209.0,0.0,426.0
Hurricane proof tiny house,Container Home,Stationary,45000,150.0,20.0,8.0,0.0,1.0,0.0,New,"Trollhättan, Västra Götalands län, Sweden",https://tinyhouselistings.com/listings/hurricane-proof-tiny-house,Trollhättan,Västra Götalands län,Sweden,211.0,0.0,69.0
20' Off Grid Utility Trailer Conversion,Other,Mobile,45000,160.0,20.0,8.0,1.0,1.0,0.0,Delivery Available,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/20-off-grid-utility-trailer-conversion,Elwood,Utah,United States,211.0,0.0,112.0
53' Off Grid Semi Truck Trailer Conversion,Other,Mobile,75000,160.0,20.0,8.0,1.0,1.0,0.0,Delivery Available,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/53-off-grid-semi-truck-trailer-conversion,Elwood,Utah,United States,211.0,0.0,177.0
New Container Home on Trailer with Finance Available,Container Home,Mobile,44900,160.0,20.0,8.0,0.0,1.0,0.0,Delivery Available,"Hickory Creek, Texas, United States",https://tinyhouselistings.com/listings/new-container-home-on-chasis-king-trailer-with-finance-available,Hickory Creek,Texas,United States,212.0,0.0,87.0
Duramax Flat-Top Insulated Building,Tiny House Shell,Stationary,3710,130.0,10.0,13.0,0.0,0.0,0.0,New,"Commerce, California, United States",https://tinyhouselistings.com/listings/duramax-flat-top-insulated-building,Commerce,California,United States,213.0,0.0,55.0
40' Two Bedroom Cargo Container Home,Container Home,Mobile,55000,320.0,40.0,8.0,2.0,1.0,0.0,Delivery Available,"El, Utah, United States",https://tinyhouselistings.com/listings/40-two-bedroom-cargo-container-home,El,Utah,United States,214.0,0.0,313.0
8x20 Cargo Container Home Grid Tied,Container Home,Mobile,40000,160.0,20.0,8.0,1.0,1.0,0.0,Delivery Available,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/8x20-cargo-container-home-grid-tied,Elwood,Utah,United States,214.0,0.0,218.0
Private Lakefront Tiny House White Mountains,Tiny House,Mobile,125000,145.0,18.0,8.0,1.0,1.0,1.0,Comes With Land,"Whitefield , New Hampshire, United States",https://tinyhouselistings.com/listings/private-lakefront-tiny-house,Whitefield ,New Hampshire,United States,122.0,0.0,55.0
Tiny House,Tiny House,Mobile,850,200.0,20.0,8.5,1.0,1.0,0.0,Used,"Leesburg, Florida, United States",https://tinyhouselistings.com/listings/tiny-house-tiny_house-mobile-rent,Leesburg,Florida,United States,219.0,0.0,38.0
20' Off Grid Bunkhouse,Container Home,Mobile,80000,160.0,20.0,20.0,1.0,1.0,0.0,Delivery Available,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/20-off-grid-bunkhouse,Elwood,Utah,United States,220.0,0.0,131.0
Post-Quarantine Freedom Tiny Home/Camper,Camper,Mobile,16000,256.0,32.0,8.0,1.0,1.0,0.0,Square Feet,"Chesapeake, Virginia, United States",https://tinyhouselistings.com/listings/post-quarantine-freedom-tiny-home-camper,Chesapeake,Virginia,United States,229.0,0.0,878.0
32 Ft Luxury Tiny House w/ Exandable Sides to 14’ Wide,Tiny House,Mobile,70000,360.0,32.0,8.5,2.0,1.0,1.0,New,"Odessa, Florida, United States",https://tinyhouselistings.com/listings/32-ft-luxury-tiny-house-w-exandable-sides-to-14-wide,Odessa,Florida,United States,230.0,0.0,321.0
2020 Aspen by Homestead Tiny House,Tiny House,Mobile,49000,192.0,24.0,8.0,2.0,1.0,2.0,New,"Alpharetta, Georgia, United States",https://tinyhouselistings.com/listings/2020-aspen-by-homestead-tiny-house,Alpharetta,Georgia,United States,243.0,0.0,822.0
Blue Mountain Tiny Home,Tiny House,Mobile,85000,400.0,35.0,11.5,1.0,1.0,1.0,New,"La Grande , Oregon, United States",https://tinyhouselistings.com/listings/blue-mountain-tiny-home,La Grande ,Oregon,United States,247.0,0.0,419.0
Custom OPEN Tiny Dream!,Tiny House,Mobile,76999,250.0,28.0,8.5,0.0,1.0,2.0,Used,"flagstaff, Arizona, United States",https://tinyhouselistings.com/listings/custom-open-tiny-dream-tiny_house,flagstaff,Arizona,United States,250.0,0.0,209.0
Finished Tiny Cabin,Cabin,Mobile,15000,190.0,16.0,12.0,0.0,0.0,1.0,Used,"Beatty , Oregon, United States",https://tinyhouselistings.com/listings/finished-tiny-cabin,Beatty ,Oregon,United States,252.0,0.0,63.0
20’ Roanoke Tumbleweed - New,Tiny House,Mobile,62000,139.0,20.0,8.0,1.0,1.0,1.0,New,"Malibu, California, United States",https://tinyhouselistings.com/listings/20-roanoke-tumbleweed-new,Malibu,California,United States,254.0,0.0,130.0
The Westhaven Home,Tiny House,Mobile,70000,205.0,24.0,8.5,1.0,1.0,1.0,New,"bend, Oregon, United States",https://tinyhouselistings.com/listings/the-westhaven-home,bend,Oregon,United States,255.0,0.0,313.0
40' Off Grid Outpost Smart Home,Container Home,Mobile,90000,320.0,40.0,8.0,2.0,1.0,0.0,Delivery Available,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/40-off-grid-outpost-smart-home,Elwood,Utah,United States,255.0,0.0,388.0
40' Off Grid Smart Home,Container Home,Mobile,95000,320.0,40.0,8.0,2.0,1.0,0.0,Delivery Available,"Elwoo, Utah, United States",https://tinyhouselistings.com/listings/40-off-grid-smart-home-container_home,Elwoo,Utah,United States,257.0,0.0,195.0
"Toy hauler, excellent condition, 27’, lots of fun",Camper,Mobile,26500,216.0,27.0,8.0,1.0,1.0,0.0,Used,"Arivaca , Arizona, United States",https://tinyhouselistings.com/listings/toy-hauler-excellent-condition-27-lots-of-fun,Arivaca ,Arizona,United States,258.0,0.0,56.0
Off-Grid 32' Tiny House On Wheels for Sale,Tiny House,Mobile,85000,240.0,30.0,8.0,2.0,1.0,2.0,Used,"Spring Grove, Pennsylvania, United States",https://tinyhouselistings.com/listings/off-grid-32-tiny-house-on-wheels-for-rent-or-sale,Spring Grove,Pennsylvania,United States,261.0,0.0,142.0
Amazing Grace,Tiny House,Mobile,29900,160.0,20.0,8.5,0.0,1.0,2.0,Used,"Industry , Pennsylvania, United States",https://tinyhouselistings.com/listings/amazing-grace,Industry ,Pennsylvania,United States,264.0,0.0,185.0
ARCHV,Park Model,Mobile,39000,160.0,20.0,8.0,1.0,1.0,0.0,Delivery Available,"Norman, Oklahoma, United States",https://tinyhouselistings.com/listings/archv-park_model,Norman,Oklahoma,United States,265.0,0.0,252.0
Top-Of-The-Line 2001 Winnebago Ultimate Freedom 40-JD,RV,Mobile,37000,320.0,40.0,8.0,1.0,1.0,0.0,Delivery Available,"Mount Pleasant, Texas, United States",https://tinyhouselistings.com/listings/top-of-the-line-2001-winnebago-ultimate-freedom-40-wd,Mount Pleasant,Texas,United States,266.0,0.0,226.0
"INTENTIONAL Tiny House - EMF Resistant, Micro Office with Full Roof Skylight",Tiny House,Mobile,12500,60.0,10.0,6.0,0.0,0.0,1.0,Delivery Available,"Pittsburgh, Pennsylvania, United States",https://tinyhouselistings.com/listings/intentional-tiny-house-emf-resistant-micro-office-with-full-roof-skylight,Pittsburgh,Pennsylvania,United States,267.0,0.0,27.0
New Tiny home,Tiny House,Mobile,22000,18.0,18.0,8.0,1.0,1.0,1.0,New,"El Cajon , California, United States",https://tinyhouselistings.com/listings/new-tiny-home-67cca016-8ce9-44e9-8532-1495a4673356,El Cajon ,California,United States,268.0,0.0,234.0
Off-Grid Tiny House For Sale.,Tiny House,Mobile,75000,272.0,32.0,8.5,1.0,1.0,2.0,Dual Lofts,"Spring Grove, Pennsylvania, United States",https://tinyhouselistings.com/listings/off-grid-tiny-house-for-sale,Spring Grove,Pennsylvania,United States,271.0,0.0,146.0
Dutch houseboat style Tiny House on Wheels,Tiny House,Mobile,21000,160.0,20.0,8.0,0.0,1.0,2.0,Delivery Available,"Huachuca City, Arizona, United States",https://tinyhouselistings.com/listings/dutch-houseboat-style-tiny-house-on-wheels,Huachuca City,Arizona,United States,273.0,0.0,118.0
Off Grid Sustainable Smart Homes,Container Home,Mobile,95000,320.0,40.0,8.0,1.0,2.0,0.0,New,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/off-grid-sustainable-smart-homes,Elwood,Utah,United States,273.0,0.0,82.0
40' Off Grid Smart Home,Container Home,Stationary,95000,320.0,40.0,8.0,2.0,1.0,0.0,New,"Elwood, Utah, United States",https://tinyhouselistings.com/listings/40-off-grid-smart-home,Elwood,Utah,United States,0.0,0.0,25.0
Craftsman Tiny House,Tiny House,Floating,75000,293.0,24.0,8.0,2.0,1.0,2.0,Delivery Available,"Torrington, Wyoming, United States",https://tinyhouselistings.com/listings/craftsman-tiny-house-tiny_house-floating,Torrington,Wyoming,United States,274.0,0.0,119.0
Spacious Tiny House,Tiny House,Mobile,34500,200.0,20.0,10.0,1.0,1.0,0.0,New,"PUEBLO WEST, Colorado, United States",https://tinyhouselistings.com/listings/spacious-tiny-house-tiny_house-stationary-purchase,PUEBLO WEST,Colorado,United States,275.0,0.0,144.0
"Beautiful, New 23x8 Tiny House",Tiny House,Mobile,46500,160.0,23.0,8.0,1.0,1.0,1.0,New,"Penn Yan, New York, United States",https://tinyhouselistings.com/listings/beautiful-new-23x8-tiny-house,Penn Yan,New York,United States,278.0,0.0,342.0
Elegant Tiny House,Tiny House,Mobile,97000,168.0,24.0,7.0,1.0,1.0,2.0,Dual Lofts,"Covington, Washington, United States",https://tinyhouselistings.com/listings/elegant-tiny-house,Covington,Washington,United States,283.0,0.0,156.0
Award Winning Custom Tiny Home For Sale,Other,Mobile,87000,200.0,24.5,8.0,1.0,1.0,1.0,Used,"Carrollton, Georgia, United States",https://tinyhouselistings.com/listings/award-winning-custom-tiny-home-for-sale,Carrollton,Georgia,United States,284.0,0.0,102.0
Beautiful Unique Tiny House on Wheels,Converted Bus,Mobile,49000,150.0,18.75,8.0,2.0,0.0,2.0,Used,"Port Townsend, Washington, United States",https://tinyhouselistings.com/listings/beautiful-unique-house-bus,Port Townsend,Washington,United States,286.0,0.0,269.0
10 Foot Ceiling Park Model RV,Park Model,Stationary,67900,399.0,36.0,15.0,1.0,1.0,0.0,New,"Mansfield, Texas, United States",https://tinyhouselistings.com/listings/10-foot-ceiling-park-model-rv,Mansfield,Texas,United States,289.0,0.0,481.0
Tiny house 90% complete- Ready for finishing!,Tiny House,Mobile,45000,200.0,24.0,8.0,1.0,1.0,1.0,New,"Delta, Ontario, Canada",https://tinyhouselistings.com/listings/tiny-house-90-complete-ready-for-finishing,Delta,Ontario,Canada,295.0,0.0,37.0
Brand New Off-Grid Capable Gorgeous Tiny House on Wheels,Tiny House,Mobile,80000,200.0,24.0,8.0,1.0,1.0,1.0,New,"Gilbert , Arizona, United States",https://tinyhouselistings.com/listings/brand-new-off-grid-capable-gorgeous-tiny-house-on-wheels,Gilbert ,Arizona,United States,283.0,0.0,294.0
New container Tiny Home studio or Office. 15% Discount,Tiny House,Stationary,25075,160.0,20.0,8.0,1.0,0.0,0.0,New,"Valencia, California, United States",https://tinyhouselistings.com/listings/new-container-tiny-home-studio-or-office,Valencia,California,United States,308.0,0.0,57.0
Brand new tiny home for sale,Tiny House,Mobile,40000,0.0,24.0,8.0,1.0,1.0,2.0,New,"Atlanta, Georgia, United States",https://tinyhouselistings.com/listings/brand-new-tiny-home-for-sale-tiny_house,Atlanta,Georgia,United States,312.0,0.0,517.0
Quaint Cottage,Tiny House,Stationary,41600,264.0,28.0,12.0,0.0,1.0,2.0,New,"Duewest, South Carolina, United States",https://tinyhouselistings.com/listings/quaint-cottage,Duewest,South Carolina,United States,314.0,0.0,319.0
Traditional Mongolian Yurt (ger),Other,Mobile,7200,285.0,,,1.0,0.0,0.0,New,"Flagstaff, Arizona, United States",https://tinyhouselistings.com/listings/traditional-mongolian-yurt-ger-other,Flagstaff,Arizona,United States,312.0,0.0,103.0
The ARION a Roof top deck tiny house,Tiny House,Mobile,88620,208.0,26.0,8.6,2.0,1.0,2.0,Delivery Available,"emmett, Idaho, United States",https://tinyhouselistings.com/listings/the-arion-a-roof-top-deck-tiny-house,emmett,Idaho,United States,315.0,0.0,1093.0
The Joshua Tree,Tiny House,Mobile,80000,231.0,26.0,8.5,2.0,1.0,1.0,Delivery Available,"Bend, Oregon, United States",https://tinyhouselistings.com/listings/spindrift-presents-joshua-tree-tiny-home,Bend,Oregon,United States,316.0,0.0,805.0
Rustic Tiny Dream Home,Tiny House,Mobile,45000,170.0,20.0,8.5,1.0,1.0,2.0,Used,"Marble Falls, Texas, United States",https://tinyhouselistings.com/listings/rustic-tiny-dream-home,Marble Falls,Texas,United States,319.0,0.0,58.0
2017 Platinum Tiny Cottage,Tiny House,Mobile,59900,399.0,44.0,11.5,1.0,1.0,0.0,Used,"Wylie, Texas, United States",https://tinyhouselistings.com/listings/2017-platinum-tiny-cottage,Wylie,Texas,United States,321.0,0.0,480.0
Duramax Tiny Home 8.5' x 20' Gable Roof Shell,Tiny House Shell,Stationary,7599,169.0,20.0,8.5,1.0,0.0,0.0,New,"Commerce, California, United States",https://tinyhouselistings.com/listings/duramax-tiny-home-8-5-x-20-gable-roof-shell,Commerce,California,United States,321.0,0.0,62.0
Tiny House On Wheels [modern rustic],Tiny House,Mobile,48000,150.0,18.0,8.3,1.0,1.0,2.0,Used,"Culpeper, Virginia, United States",https://tinyhouselistings.com/listings/modern-rustic-tiny-house,Culpeper,Virginia,United States,324.0,0.0,151.0
20ft Single Story Tiny Perfect for Mother in Laws/couples/singles/studio/ADU/guest home etc...,Tiny House,Mobile,26000,170.0,20.0,8.5,1.0,1.0,0.0,Delivery Available,"Anderson, California, United States",https://tinyhouselistings.com/listings/20ft-single-story-tiny-perfect-for-mother-in-laws-couples-singles-studio-adu-guest-home-etc,Anderson,California,United States,334.0,0.0,599.0
Affordable Tiny House - Reduced price!,Tiny House,Mobile,42800,195.0,20.0,8.0,1.0,1.0,1.0,New,"Chattanooga, Tennessee, United States",https://tinyhouselistings.com/listings/affordable-tiny-house-reduced-price,Chattanooga,Tennessee,United States,336.0,0.0,78.0
Affordable Tiny House on Skids -Reduced price!,Tiny House,Mobile,36500,260.0,,,1.0,1.0,0.0,New,"Chattanooga, Tennessee, United States",https://tinyhouselistings.com/listings/affordable-tiny-house-on-skids-reduced-price,Chattanooga,Tennessee,United States,336.0,0.0,142.0
The Original Tiny Tailgater,Tiny House,Mobile,70000,154.0,22.0,7.0,0.0,1.0,2.0,Delivery Available,"Stillwater , Oklahoma, United States",https://tinyhouselistings.com/listings/the-original-tiny-tailgater,Stillwater ,Oklahoma,United States,338.0,0.0,242.0
Limited model pricing 26' clear creek,Tiny House,Mobile,50000,200.0,26.0,8.0,2.0,1.0,2.0,Delivery Available,"emmett, Idaho, United States",https://tinyhouselistings.com/listings/tiny-idahomes-limited-model-pricing-26-clear-creek,emmett,Idaho,United States,338.0,0.0,828.0
"Full Cedar House on Wheels (We Deliver, Ships Quick!)",Tiny House,Mobile,34550,165.0,21.0,8.0,0.0,1.0,1.0,New,"Bloomfield Hills, Michigan, United States",https://tinyhouselistings.com/listings/full-cedar-house-on-wheels-we-deliver,Bloomfield Hills,Michigan,United States,344.0,0.0,29.0
Beautiful 24' Tiny Home with Expert Craftsmanship Throughout,Tiny House,Mobile,54900,192.0,24.0,8.0,1.0,1.0,1.0,Delivery Available,"Conroe, Texas, United States",https://tinyhouselistings.com/listings/beautiful-24-tiny-home-with-expert-craftsmanship-throughout,Conroe,Texas,United States,346.0,0.0,421.0
QUANTUM HOUSE on Wheels or Foundation. (We Deliver!),Tiny House Trailer,Mobile,116000,240.0,28.0,8.5,2.0,1.0,2.0,Delivery Available,"Clearlake Oaks, California, United States",https://tinyhouselistings.com/listings/quantum-house,Clearlake Oaks,California,United States,354.0,0.0,93.0
Brand New Tiny House - Meadowview Model,Tiny House,Mobile,62500,250.0,21.0,8.0,1.0,1.0,1.0,Delivery Available,"Brick, New Jersey, United States",https://tinyhouselistings.com/listings/brand-new-tiny-house-meadowview-model,Brick,New Jersey,United States,356.0,0.0,419.0
16' Tiny House on Wheels For Sale!,Tiny House,Mobile,20000,160.0,16.0,8.0,1.0,0.0,1.0,New,"North Bergen, New Jersey, United States",https://tinyhouselistings.com/listings/16-tiny-house-for-sale-tiny_house_trailer,North Bergen,New Jersey,United States,356.0,0.0,31.0
Beautiful Tiny Home on wheels,Converted Bus,Mobile,28500,100.0,25.0,8.0,1.0,1.0,1.0,Used,"Benicia , California, United States",https://tinyhouselistings.com/listings/beautiful-tiny-home-on-wheels-other,Benicia ,California,United States,360.0,0.0,371.0
Great Beginning,Tiny House Shell,Mobile,5000,83.0,20.0,8.0,0.0,0.0,1.0,Delivery Available,"El Paso, Texas, United States",https://tinyhouselistings.com/listings/great-beginning,El Paso,Texas,United States,170.0,0.0,100.0
OffGrid Country Cabin in National Forest $158 annual tax,Cabin,Stationary,67000,952.0,35.0,34.0,1.0,1.0,0.0,Comes With Land,"Marlinton, West Virginia, United States",https://tinyhouselistings.com/listings/off-grid-country-cabin-in-george-washington-national-forest,Marlinton,West Virginia,United States,,0.0,98.0
Custom Built Portable Tiny House,Tiny House,Mobile,24500,128.0,16.0,8.0,1.0,1.0,1.0,New,"Lincoln, Nebraska, United States",https://tinyhouselistings.com/listings/custom-built-portable-tiny-house,Lincoln,Nebraska,United States,,0.0,328.0
"Clear Creek Model-Beautiful, Cozy, Elegant",Tiny House,Mobile,59500,200.0,24.0,8.0,1.0,1.0,1.0,Delivery Available,"Emmett , Idaho, United States",https://tinyhouselistings.com/listings/clear-creek-model-beautiful-cozy-elegant,Emmett ,Idaho,United States,,0.0,733.0
Cascade Model,Tiny House,Mobile,45599,210.0,26.0,8.0,1.0,1.0,1.0,New,"Emmett, Idaho, United States",https://tinyhouselistings.com/listings/cascade-mpdel,Emmett,Idaho,United States,,0.0,362.0
Rustic Meets Luxury - 30ft Loft Edition #2,Tiny House,Mobile,100750,204.0,30.0,8.5,2.0,1.0,2.0,Delivery Available,"Delta, British Columbia, Canada",https://tinyhouselistings.com/listings/30ft-rustic-loft-edition-2,Delta,British Columbia,Canada,,0.0,685.0
34ft Custom Loft Edition #5,Tiny House,Mobile,98500,232.0,34.0,8.5,2.0,1.0,1.0,New,"Delta, British Columbia, Canada",https://tinyhouselistings.com/listings/34ft-custom-loft-edition-5,Delta,British Columbia,Canada,,0.0,595.0
The Canada Goose (42ft Gooseneck),Tiny House,Mobile,99552,290.0,42.0,8.5,3.0,1.0,2.0,New,"Delta, British Columbia, Canada",https://tinyhouselistings.com/listings/the-canada-goose-42ft-gooseneck-tiny_house-mobile,Delta,British Columbia,Canada,,0.0,798.0
Minim Tiny House – Finish yourself!,Tiny House,Stationary,50000,288.0,24.0,12.0,0.0,1.0,0.0,New,"Madison, Wisconsin, United States",https://tinyhouselistings.com/listings/minim-tiny-house-finish-yourself,Madison,Wisconsin,United States,,0.0,80.0
Shipping Container Tiny Home,Container Home,Mobile,24000,320.0,40.0,8.0,1.0,1.0,0.0,Delivery Available,"San Antonio, Texas, United States",https://tinyhouselistings.com/listings/shipping-container-tiny-home,San Antonio,Texas,United States,,0.0,428.0
"The Hoosic: a Cozy, Lofted Tiny House on Wheels (We Deliver!)",Tiny House,Mobile,62000,170.0,20.0,8.5,0.0,1.0,1.0,Delivery Available,"Adams, Massachusetts, United States",https://tinyhouselistings.com/listings/the-hoosic-a-cozy-lofted-tiny-house-on-wheels-we-deliver,Adams,Massachusetts,United States,,0.0,386.0
Farm house Tiny,Tiny House,Mobile,59000,200.0,26.0,8.5,2.0,1.0,2.0,New,"Manchester, New Hampshire, United States",https://tinyhouselistings.com/listings/farm-house-tiny,Manchester,New Hampshire,United States,,0.0,122.0
"Off-Grid School Bus Conversion - If Not Now, When?",Converted Bus,Mobile,49000,247.0,34.0,8.0,4.0,1.0,0.0,Square Feet,"Madison , Connecticut, United States",https://tinyhouselistings.com/listings/off-grid-school-bus-conversion-converted_bus,Madison ,Connecticut,United States,,0.0,686.0
Hobbit house,Tiny House,Mobile,75000,88.0,11.0,8.0,0.0,0.0,0.0,Delivery Available,"Buena Vista , Colorado, United States",https://tinyhouselistings.com/listings/hobbit-house,Buena Vista ,Colorado,United States,,0.0,52.0
9 x 30 Mobile Tiny House Cedar Caravan,Tiny House,Mobile,59450,372.0,9.0,30.0,2.0,1.0,2.0,New,"denver, Colorado, United States",https://tinyhouselistings.com/listings/9-x-30-mobile-tiny-house-cedar-caravan-master-bedroom-and-full-kitchen-appliances-and-washer-dryer,denver,Colorado,United States,,0.0,445.0
300 sq ft Mobile Tiny House Modern Caravan,Tiny House,Mobile,64450,362.0,9.0,30.0,2.0,1.0,2.0,Delivery Available,"Del Mar, California, United States",https://tinyhouselistings.com/listings/300-sq-ft-mobile-tiny-house-modern-caravan-dual-loft-and-full-kitchen-and-bath-tub,Del Mar,California,United States,,0.0,587.0
9 x 22 Classic bungalow single loft 262 sq ft Tiny House,Tiny House,Mobile,30450,198.0,22.0,9.0,1.0,1.0,1.0,New,"San Diego, California, United States",https://tinyhouselistings.com/listings/9-x-22-classic-bungalow-single-loft-262-sq-ft-tiny-house-home-ideal-for-air-bnb-tiny_house,San Diego,California,United States,,0.0,424.0
10 x 30 Mobile Tiny House Metro Retro,Tiny House,Mobile,69450,372.0,9.0,30.0,2.0,1.0,1.0,New,"san fransisco, California, United States",https://tinyhouselistings.com/listings/10-x-30-mobile-tiny-house-metro-retro-dual-oft-and-full-kitchen-and-bath-tub-tiny_house,san fransisco,California,United States,,0.0,525.0
9 x 22 Mobile Tiny House Bungalow,Tiny House,Mobile,34450,200.0,22.0,9.0,1.0,1.0,1.0,New,"los angeles, California, United States",https://tinyhouselistings.com/listings/9-x-22-mobile-tiny-house-bungalow-w-loft-and-full-kitchen-and-appliances,los angeles,California,United States,,0.0,444.0
Custom Tiny Houses Professionally Built,Tiny House,Mobile,62000,400.0,9.0,36.0,3.0,2.0,2.0,New,"san diego, California, United States",https://tinyhouselistings.com/listings/custom-tiny-houses-professionally-built-w-kitchen-bath-loft-hardwood-floors-5-different-sizes-built-from-25k,san diego,California,United States,,0.0,234.0
9 x 28 Country cottage w/ loft 378 sq ft,Tiny House,Mobile,49450,262.0,28.0,9.0,2.0,1.0,1.0,Delivery Available,"denver, Colorado, United States",https://tinyhouselistings.com/listings/9-x-28-country-cottage-w-loft-378-sq-ft-tiny-house-home-ideal-for-air-bnb-or-rental-unit,denver,Colorado,United States,,0.0,198.0
9x22 Custom Tiny House Professionally Built w/ Kitchen Bath Loft Hardwood Floors,Tiny House,Mobile,35450,198.0,22.0,9.0,1.0,1.0,1.0,New,"san fransisco, California, United States",https://tinyhouselistings.com/listings/9-x-22-custom-tiny-house-professionally-built-w-kitchen-bath-loft-hardwood-floors-tiny_house,san fransisco,California,United States,,0.0,274.0
Carpathian Model with 3 Slide Outs,Tiny House,Mobile,74495,350.0,35.0,8.6,2.0,1.0,1.0,New,"Emmett, Idaho, United States",https://tinyhouselistings.com/listings/carpathian-model-with-3-slide-outs,Emmett,Idaho,United States,,0.0,723.0
Clear Creek with a Slide Out,Tiny House,Mobile,72500,250.0,28.0,8.6,2.0,1.0,2.0,New,"Emmett, Idaho, United States",https://tinyhouselistings.com/listings/2019-clear-creek,Emmett,Idaho,United States,,0.0,624.0
Malibu Spirit,Tiny House,Mobile,85000,230.0,26.5,8.5,1.0,1.0,0.0,New,"malibu, California, United States",https://tinyhouselistings.com/listings/malibu-spirit-tiny_house,malibu,California,United States,,0.0,466.0
